Dependent,,,,,,,,Independent,,,,,,,
Corrected,,,,Naïve,,,,Corrected,,,,Naïve,,,
beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3
-0.242760831,-0.254307901,-0.256556407,-0.250322359,-0.145093519,-0.208263419,-0.184809629,-0.475663753,-0.233500052,-0.246623528,-0.26304397,-0.268890527,-0.253151941,-0.212152156,-0.192972056,-0.264360773
-0.260176233,-0.252222366,-0.256182574,-0.228539301,-0.135797905,-0.189563565,-0.195244244,-0.459014268,-0.251669961,-0.250976451,-0.25407343,-0.244987577,-0.250369607,-0.200295654,-0.207972097,-0.233412917
-0.221996445,-0.230712924,-0.253481842,-0.314860581,-0.201679529,-0.209595961,-0.211406637,-0.399214042,-0.239292223,-0.233615938,-0.236289938,-0.279173091,-0.277683534,-0.210432645,-0.202067975,-0.245520189
-0.25155409,-0.248413586,-0.249662289,-0.285785293,-0.185245549,-0.19344812,-0.204305127,-0.445840053,-0.253731484,-0.251137626,-0.266081529,-0.281589172,-0.288289047,-0.201043678,-0.211966056,-0.242134741
-0.259570224,-0.256963016,-0.260037229,-0.189139556,-0.173627099,-0.210681326,-0.200704806,-0.437161037,-0.241282579,-0.272608901,-0.269731512,-0.224323691,-0.258434182,-0.208187828,-0.205762677,-0.266345209
-0.250907158,-0.253005392,-0.241157567,-0.257673873,-0.150134071,-0.193405088,-0.180229946,-0.507923854,-0.254342664,-0.223174765,-0.232901364,-0.246491853,-0.277529819,-0.193137215,-0.192303361,-0.254862788
-0.241348096,-0.241378395,-0.257037108,-0.25434557,-0.168814276,-0.192908347,-0.2047744,-0.455277966,-0.243646885,-0.259886614,-0.25798434,-0.251097534,-0.272541615,-0.201214132,-0.1999599,-0.252936428
-0.239063947,-0.239340199,-0.254801798,-0.275629901,-0.146901416,-0.200908304,-0.202421803,-0.510333284,-0.243728863,-0.226804162,-0.259054388,-0.263706755,-0.246812736,-0.208729132,-0.192548149,-0.310496315
-0.248372393,-0.252962977,-0.268076614,-0.224162203,-0.194843823,-0.209269701,-0.195813834,-0.411771224,-0.227760516,-0.233471559,-0.262176767,-0.264079362,-0.290607673,-0.194338455,-0.187084135,-0.22062531
-0.260593956,-0.255974685,-0.244269482,-0.246052273,-0.173294692,-0.200389114,-0.187401323,-0.474788106,-0.260550117,-0.251353174,-0.243370238,-0.245940315,-0.285800269,-0.205839955,-0.194755764,-0.254596698
-0.209010414,-0.226266916,-0.248256349,-0.32825147,-0.15357521,-0.204362899,-0.206488169,-0.453615661,-0.234271272,-0.237183201,-0.238057481,-0.278473562,-0.240490928,-0.211776876,-0.194609669,-0.277450181
-0.282549944,-0.268116315,-0.260827735,-0.195073118,-0.16703428,-0.19442786,-0.204854035,-0.446935729,-0.252912962,-0.251505316,-0.247457653,-0.25310361,-0.270015128,-0.190704907,-0.211371269,-0.246455238
-0.249119544,-0.251102358,-0.255923029,-0.261454423,-0.151214511,-0.20035252,-0.197439544,-0.469388893,-0.241502815,-0.243572807,-0.265216312,-0.275932572,-0.255331328,-0.207315423,-0.189436879,-0.263175949
-0.244189894,-0.264940765,-0.231277641,-0.249640682,-0.117204043,-0.182463531,-0.19621491,-0.511400785,-0.248655967,-0.246483321,-0.263147137,-0.241818939,-0.247830161,-0.198499642,-0.202466191,-0.261275715
-0.225954528,-0.251109281,-0.243677339,-0.288032643,-0.183424764,-0.197426501,-0.211248966,-0.416984396,-0.231178203,-0.246620706,-0.248565248,-0.277899509,-0.276441261,-0.213045177,-0.194157151,-0.230424327
-0.255631515,-0.239409213,-0.248941759,-0.274647142,-0.161346247,-0.213847606,-0.189044101,-0.463847561,-0.268414333,-0.251871053,-0.258531977,-0.24893472,-0.2500964,-0.19617259,-0.186234391,-0.28250164
-0.253883327,-0.261767358,-0.25381499,-0.235001632,-0.145432864,-0.192401768,-0.199159015,-0.476087609,-0.237856249,-0.259515421,-0.240427795,-0.26615542,-0.248309618,-0.21926236,-0.19488125,-0.267173125
-0.283552122,-0.262797763,-0.262439804,-0.211074786,-0.18136308,-0.222286488,-0.201093705,-0.439389508,-0.258317157,-0.250545181,-0.264456148,-0.261911185,-0.255129858,-0.210686063,-0.18978326,-0.286641103
-0.241725862,-0.254525015,-0.28126732,-0.198920114,-0.176965185,-0.202092326,-0.195687842,-0.486829106,-0.207864472,-0.245289553,-0.246002464,-0.266590843,-0.284671439,-0.192290306,-0.195375927,-0.275758995
-0.247096537,-0.246022568,-0.258330585,-0.253789567,-0.130099593,-0.208845455,-0.195745952,-0.49070501,-0.243585849,-0.244178333,-0.238930293,-0.262049558,-0.233422497,-0.20603682,-0.196883077,-0.291383803
-0.250386509,-0.253578475,-0.266423755,-0.203043371,-0.13012838,-0.187630641,-0.185750007,-0.513844271,-0.229937185,-0.243776716,-0.258105076,-0.243437683,-0.255523348,-0.194176749,-0.192094599,-0.265801103
-0.248951446,-0.256335779,-0.250456847,-0.260476469,-0.172458158,-0.201363557,-0.215444632,-0.447093745,-0.242393206,-0.25149271,-0.254343113,-0.274018717,-0.258280657,-0.196000646,-0.198349184,-0.279326775
-0.269933503,-0.239556836,-0.260069771,-0.242108695,-0.146184294,-0.18791632,-0.204075207,-0.463695927,-0.271699348,-0.250341989,-0.241707856,-0.240013672,-0.257133917,-0.208909435,-0.21073812,-0.248554718
-0.225662331,-0.234419492,-0.231515923,-0.314668011,-0.173487884,-0.198722615,-0.208497224,-0.443959192,-0.260475818,-0.251643779,-0.258129188,-0.244540403,-0.262113118,-0.198903407,-0.191633395,-0.260755032
-0.234402194,-0.241560296,-0.23510988,-0.30246628,-0.16491482,-0.19306315,-0.197605433,-0.480241081,-0.258160848,-0.251179912,-0.251068065,-0.25469043,-0.274220822,-0.19702311,-0.212435532,-0.259907476
-0.257441733,-0.242144011,-0.258277144,-0.2635433,-0.180461667,-0.195790181,-0.206180216,-0.426227166,-0.256786773,-0.254208939,-0.263861247,-0.265557413,-0.274513265,-0.193711097,-0.208650794,-0.23016946
-0.230354517,-0.240258995,-0.263141424,-0.287531618,-0.184653341,-0.201157692,-0.207619572,-0.457042014,-0.226393179,-0.248569297,-0.259385721,-0.295969035,-0.273652432,-0.213910101,-0.220458118,-0.276546836
-0.269679062,-0.251193025,-0.258945116,-0.215107801,-0.137979218,-0.199443562,-0.196867188,-0.482648464,-0.260297771,-0.26107573,-0.255076816,-0.234727516,-0.247139449,-0.220926608,-0.192521503,-0.271133135
-0.20947842,-0.239695192,-0.24798885,-0.272100242,-0.178636018,-0.206530175,-0.204330597,-0.421997308,-0.221254947,-0.252844347,-0.258420846,-0.247774398,-0.268135185,-0.18813777,-0.203642871,-0.241523741
-0.277484354,-0.258442989,-0.238960429,-0.227687579,-0.137123462,-0.196452753,-0.203102111,-0.441194793,-0.279773394,-0.243477693,-0.235207238,-0.222137374,-0.23456346,-0.197177803,-0.19212103,-0.245023228
-0.246413318,-0.244478877,-0.254232844,-0.265421446,-0.154646877,-0.193999987,-0.199023625,-0.471835272,-0.247744967,-0.228834391,-0.238494196,-0.261304553,-0.267208083,-0.188178609,-0.219899262,-0.254201635
-0.279088083,-0.265144321,-0.260935264,-0.206114717,-0.179969262,-0.211100253,-0.202654044,-0.418587839,-0.250646381,-0.284604929,-0.241069842,-0.260304225,-0.263836399,-0.211783058,-0.19592154,-0.249141932
-0.24623015,-0.25672645,-0.254083864,-0.222318237,-0.182022489,-0.199613983,-0.208730749,-0.431959446,-0.234286128,-0.247623151,-0.262052703,-0.245496637,-0.26615511,-0.200287793,-0.214458511,-0.254017333
-0.254127916,-0.259692948,-0.240296618,-0.222514279,-0.187280558,-0.188668628,-0.211568048,-0.418348116,-0.247603006,-0.232726744,-0.247116687,-0.224669268,-0.287280912,-0.18477901,-0.205494905,-0.213465487
-0.244623656,-0.229303721,-0.250331176,-0.253441722,-0.159659585,-0.206296257,-0.19447193,-0.461717323,-0.268060645,-0.242132222,-0.247273639,-0.213409057,-0.260967893,-0.204924524,-0.205998241,-0.256462086
-0.216558809,-0.245593917,-0.226948221,-0.302568823,-0.177209311,-0.205534108,-0.195739468,-0.436230911,-0.244962334,-0.244225238,-0.242900668,-0.248460387,-0.275928981,-0.20828855,-0.19476979,-0.240184318
-0.285339034,-0.274013909,-0.263888223,-0.163231194,-0.16137769,-0.207942433,-0.216510266,-0.421953867,-0.24821045,-0.279557651,-0.274165762,-0.237007249,-0.233908194,-0.187104569,-0.216778324,-0.273104273
-0.25913453,-0.251664945,-0.25269313,-0.21810571,-0.191533198,-0.192703955,-0.202471582,-0.432485379,-0.255557065,-0.245272119,-0.238828769,-0.226333291,-0.297260051,-0.198926551,-0.202990011,-0.2265294
-0.230159173,-0.238548322,-0.239236281,-0.279357685,-0.11884022,-0.200869416,-0.173053011,-0.520176588,-0.252632777,-0.24396033,-0.249145868,-0.234627097,-0.239587608,-0.190811321,-0.19823467,-0.267899768
-0.235242978,-0.248501337,-0.232934585,-0.280026636,-0.185191402,-0.201694425,-0.203611786,-0.454708404,-0.25388798,-0.241413938,-0.260170209,-0.24230638,-0.275038141,-0.21279245,-0.194696348,-0.274037718
-0.269335014,-0.255467944,-0.268483774,-0.199089785,-0.155173757,-0.191282633,-0.198740497,-0.500822414,-0.243845899,-0.262481986,-0.25629875,-0.248837056,-0.260857712,-0.19353837,-0.190619754,-0.28440678
-0.225285024,-0.256569465,-0.244890924,-0.287933058,-0.160212989,-0.197520494,-0.224960239,-0.441421993,-0.222982435,-0.259400214,-0.261405853,-0.291434343,-0.233047387,-0.188348456,-0.20261962,-0.289272723
-0.256786706,-0.259600966,-0.264562926,-0.211049158,-0.158306513,-0.188186873,-0.192699016,-0.475482562,-0.231733497,-0.266437344,-0.246622034,-0.261032417,-0.283033076,-0.200714958,-0.186057633,-0.234160114
-0.197847718,-0.239584646,-0.23244245,-0.331352849,-0.14444261,-0.198312382,-0.207466623,-0.437200881,-0.225688516,-0.262190842,-0.226976317,-0.274996307,-0.238286071,-0.200190134,-0.191671324,-0.247151636
-0.275564796,-0.251463228,-0.257291842,-0.195722741,-0.133345952,-0.193965244,-0.179248629,-0.521232344,-0.267080241,-0.266920542,-0.243030608,-0.213823502,-0.260876489,-0.202958718,-0.186155838,-0.263287329
-0.278586905,-0.238929249,-0.273804166,-0.203449509,-0.146934687,-0.207010511,-0.194943705,-0.440376323,-0.265993176,-0.243251564,-0.273396359,-0.228382915,-0.248682956,-0.193953139,-0.196618163,-0.240989895
-0.219868394,-0.244222112,-0.233360372,-0.305863016,-0.179236071,-0.200515081,-0.20094646,-0.458249896,-0.241535376,-0.248257093,-0.269162917,-0.263303016,-0.272407054,-0.196950769,-0.212152053,-0.264686266
-0.267176606,-0.267853562,-0.259659402,-0.201350089,-0.141698384,-0.199855044,-0.19895871,-0.466084545,-0.240916638,-0.242723935,-0.258336127,-0.256627948,-0.241026254,-0.196095618,-0.199759024,-0.262414935
-0.241093183,-0.242957534,-0.234659527,-0.2940886,-0.189929443,-0.212574391,-0.201537897,-0.419014286,-0.263768256,-0.238937017,-0.260105876,-0.249203776,-0.277330191,-0.200110122,-0.190862754,-0.241385186
-0.222890124,-0.247011675,-0.240443755,-0.278475849,-0.187150161,-0.208398064,-0.192588653,-0.417425855,-0.236061243,-0.243670202,-0.236183046,-0.251922058,-0.286140098,-0.203844185,-0.200599394,-0.219699222
-0.240518723,-0.241755427,-0.239150656,-0.283558077,-0.166575961,-0.201256267,-0.214530347,-0.446459369,-0.25831612,-0.256024608,-0.236334857,-0.247460902,-0.247661635,-0.213828006,-0.201315201,-0.27342833
-0.249948978,-0.245281682,-0.255056686,-0.255843593,-0.133456717,-0.195627845,-0.192207147,-0.498089022,-0.248540452,-0.250273224,-0.271272944,-0.258181139,-0.24816205,-0.209295015,-0.19630865,-0.275113511
-0.25072274,-0.246918082,-0.244680732,-0.222037127,-0.176988226,-0.194504703,-0.210365167,-0.425763745,-0.258903094,-0.262530446,-0.247955068,-0.205086536,-0.274370313,-0.211614709,-0.201250201,-0.2262931
-0.242631741,-0.261192605,-0.268545448,-0.223314468,-0.16187699,-0.195104047,-0.200752754,-0.445976419,-0.213748918,-0.254496863,-0.257929305,-0.283061029,-0.266791813,-0.196024374,-0.19507147,-0.235624504
-0.22169957,-0.22574271,-0.259526424,-0.289274145,-0.147702756,-0.185001262,-0.189735269,-0.501103353,-0.237650586,-0.243150045,-0.253113213,-0.257162527,-0.284748704,-0.214115959,-0.203670291,-0.246449257
-0.259869391,-0.245625144,-0.24525316,-0.245766893,-0.171918151,-0.205528347,-0.198837853,-0.445942692,-0.267362537,-0.230358591,-0.246647924,-0.229100056,-0.26812071,-0.198504065,-0.197293791,-0.254455476
-0.218616221,-0.242443064,-0.244935603,-0.285964179,-0.200604155,-0.211433646,-0.204808819,-0.415448408,-0.231734029,-0.255934567,-0.251974608,-0.259929133,-0.280542282,-0.197818953,-0.201345075,-0.246535429
-0.256550255,-0.253725711,-0.256100475,-0.238978943,-0.141779981,-0.187447099,-0.187327511,-0.516194506,-0.246766381,-0.258350926,-0.251578531,-0.257973732,-0.268901905,-0.209947891,-0.186330771,-0.268564626
-0.293988004,-0.261467982,-0.258134828,-0.194764905,-0.18487976,-0.187590616,-0.205628076,-0.453231483,-0.274732969,-0.251171343,-0.252048444,-0.234042735,-0.291970948,-0.193693837,-0.197481662,-0.238910904
-0.245052877,-0.236052802,-0.242388796,-0.300009746,-0.123911156,-0.205899213,-0.177965682,-0.48899151,-0.266711882,-0.249209627,-0.248990646,-0.256863103,-0.238316147,-0.201333979,-0.196067045,-0.263824465
-0.260616902,-0.255372629,-0.234812748,-0.271752887,-0.169017949,-0.189897023,-0.204284495,-0.464948419,-0.267205875,-0.254013818,-0.230201269,-0.253044653,-0.271004371,-0.197530447,-0.198319497,-0.254582812
-0.219868192,-0.255047184,-0.251621024,-0.270802005,-0.147556948,-0.200321309,-0.19481263,-0.497759234,-0.211622928,-0.262573974,-0.285357581,-0.285332701,-0.250054853,-0.192921815,-0.206014707,-0.286225613
-0.292683357,-0.252713593,-0.25778404,-0.215701214,-0.182426929,-0.188482384,-0.206041483,-0.43521123,-0.281930087,-0.251320317,-0.256312188,-0.237299834,-0.290676047,-0.199864139,-0.205750825,-0.220941023
-0.262510904,-0.264526551,-0.244773914,-0.248583939,-0.149931454,-0.196233499,-0.196579285,-0.476480833,-0.25253989,-0.23569228,-0.260936092,-0.268119552,-0.26150235,-0.199591643,-0.190513738,-0.259268795
-0.248787729,-0.23745351,-0.245451544,-0.281984807,-0.150431773,-0.180498221,-0.211974706,-0.466556078,-0.265837174,-0.257297908,-0.238829103,-0.246754948,-0.254504815,-0.193339675,-0.199509539,-0.250203999
-0.229448795,-0.253800539,-0.24301363,-0.286852984,-0.169511568,-0.198591204,-0.195768367,-0.453966679,-0.233309115,-0.237721435,-0.256412055,-0.279684683,-0.275501525,-0.207067566,-0.198093389,-0.247702754
-0.242087182,-0.254612623,-0.234996705,-0.276742588,-0.184308911,-0.19573604,-0.208647635,-0.422310139,-0.261476968,-0.262450968,-0.228688574,-0.263029684,-0.277760342,-0.18812887,-0.200609701,-0.229273268
-0.23089371,-0.247258793,-0.246775531,-0.263917322,-0.175929759,-0.214809888,-0.194691628,-0.431242769,-0.236492911,-0.229844804,-0.241822455,-0.251739151,-0.261072088,-0.209290715,-0.211650587,-0.251671117
-0.241973697,-0.253028241,-0.244985599,-0.25638699,-0.175486107,-0.208728364,-0.203401079,-0.414550974,-0.243917128,-0.256464299,-0.247331766,-0.252383283,-0.263901599,-0.206881815,-0.201661988,-0.233111611
-0.248214429,-0.243268056,-0.269942487,-0.219246545,-0.179926624,-0.196089184,-0.206685043,-0.446770819,-0.235474417,-0.263021926,-0.249066938,-0.243652498,-0.282087452,-0.192173925,-0.190962531,-0.238425493
-0.232049619,-0.219797622,-0.271206517,-0.244643183,-0.167437226,-0.203899656,-0.198274209,-0.457006453,-0.240902715,-0.214896532,-0.264077452,-0.228092929,-0.268057928,-0.199778623,-0.199619815,-0.254395797
-0.239363412,-0.236917052,-0.261016884,-0.264879619,-0.195168174,-0.18740493,-0.232548679,-0.401031045,-0.241254662,-0.238125398,-0.250802059,-0.261056988,-0.270296501,-0.188463682,-0.216075482,-0.244221335
-0.256215926,-0.268694932,-0.240279801,-0.259097306,-0.179565615,-0.196317503,-0.208932372,-0.417918921,-0.248992735,-0.265866254,-0.268091636,-0.273625693,-0.276790115,-0.204477786,-0.197337771,-0.230827136
-0.244630139,-0.255148903,-0.261443471,-0.244554528,-0.140485552,-0.193874872,-0.189313019,-0.477170159,-0.227854871,-0.239752688,-0.248279217,-0.276826155,-0.259950191,-0.194488323,-0.213338574,-0.245281013
-0.202276896,-0.225475978,-0.242208265,-0.331640723,-0.156022078,-0.196016492,-0.200023991,-0.494078361,-0.236020591,-0.235060378,-0.250892759,-0.265737655,-0.26593523,-0.197473885,-0.202143253,-0.280781298
-0.239477644,-0.250836391,-0.250495934,-0.261326538,-0.165074064,-0.209209483,-0.193445188,-0.452778143,-0.238317579,-0.252353536,-0.233596874,-0.263634602,-0.2672102,-0.196906997,-0.211530832,-0.250901324
-0.275223247,-0.262121636,-0.250496706,-0.212273629,-0.169900953,-0.204468401,-0.211248236,-0.413778255,-0.260611293,-0.230582697,-0.245807061,-0.237650072,-0.25176518,-0.20513311,-0.206903937,-0.248695181
-0.24902143,-0.247110899,-0.272526108,-0.22883098,-0.186799069,-0.209054468,-0.198482278,-0.40174277,-0.2296284,-0.254307854,-0.256205387,-0.269759519,-0.280157454,-0.200552004,-0.21180914,-0.213858944
-0.250207054,-0.246589259,-0.238007768,-0.257232661,-0.183619866,-0.198653527,-0.213181917,-0.410838328,-0.264799066,-0.246970482,-0.270261262,-0.226636024,-0.270593887,-0.20777434,-0.202638572,-0.240662673
-0.226896746,-0.239016798,-0.233768792,-0.297277318,-0.146491757,-0.181785291,-0.20952372,-0.476415618,-0.25489877,-0.236375008,-0.249973559,-0.243485597,-0.265340014,-0.208535441,-0.210046025,-0.246683295
-0.248865902,-0.248416618,-0.239707384,-0.264242565,-0.17705267,-0.214056846,-0.198732501,-0.433073563,-0.260471037,-0.255443605,-0.242259698,-0.240180534,-0.259367683,-0.193540774,-0.179277155,-0.259485217
-0.28610522,-0.266442295,-0.267592072,-0.148696609,-0.173423849,-0.219940731,-0.19184474,-0.43399877,-0.252101848,-0.251550816,-0.249500247,-0.217411902,-0.265656091,-0.213140561,-0.207612955,-0.255353125
-0.242766283,-0.237544186,-0.252955365,-0.250721535,-0.138365324,-0.194635977,-0.207030542,-0.4615134,-0.252256679,-0.253441962,-0.237935769,-0.231161305,-0.240492326,-0.193628922,-0.192837842,-0.262153613
-0.297113094,-0.274613996,-0.25761193,-0.166416387,-0.181794484,-0.201799428,-0.193492724,-0.423847598,-0.265514751,-0.269234374,-0.242810827,-0.230604107,-0.287880195,-0.202026188,-0.205368832,-0.214806822
-0.238187804,-0.239729853,-0.244667829,-0.278413149,-0.169474498,-0.202612975,-0.194095832,-0.418312004,-0.254361223,-0.253103643,-0.242998809,-0.246717494,-0.269805701,-0.196125785,-0.203889847,-0.210918839
-0.25417779,-0.2724256,-0.252027334,-0.214157317,-0.13668925,-0.195097237,-0.196402636,-0.502570902,-0.229197738,-0.273932455,-0.259612209,-0.266245048,-0.251640903,-0.198199446,-0.192404204,-0.278414352
-0.262474807,-0.251518241,-0.259860812,-0.232039446,-0.170784537,-0.192593021,-0.213757739,-0.407731263,-0.251013343,-0.244885592,-0.25501454,-0.254955358,-0.261913152,-0.189972351,-0.208398785,-0.22220112
-0.212170588,-0.20957407,-0.246634419,-0.334995958,-0.161110727,-0.205594802,-0.207972267,-0.434886361,-0.256636287,-0.255723753,-0.256204001,-0.24874726,-0.250596038,-0.204109919,-0.18007489,-0.258480687
-0.271376904,-0.234391304,-0.265350537,-0.222606708,-0.143055379,-0.205676475,-0.189386038,-0.468454426,-0.272457587,-0.249750726,-0.24880988,-0.221307229,-0.245921796,-0.199193086,-0.195978391,-0.268407991
-0.245557601,-0.251438454,-0.257526777,-0.237634206,-0.170965577,-0.199243112,-0.212542491,-0.433619797,-0.237828652,-0.261844657,-0.234759136,-0.254456718,-0.259328329,-0.200991362,-0.220410624,-0.259168293
-0.23064616,-0.235778238,-0.240193309,-0.3149945,-0.139912066,-0.184731847,-0.205370722,-0.466673494,-0.254614704,-0.249114159,-0.252641718,-0.265936389,-0.249218827,-0.192744368,-0.18451158,-0.241642468
-0.268329201,-0.275777092,-0.245105492,-0.221954976,-0.152994681,-0.19322373,-0.188660369,-0.498202673,-0.248706811,-0.238823321,-0.250419089,-0.261835925,-0.274847249,-0.181338592,-0.204687298,-0.248764823
-0.237379319,-0.234118448,-0.260435373,-0.283217995,-0.126423409,-0.197472208,-0.185032224,-0.520497765,-0.243646267,-0.247948721,-0.254469759,-0.271895128,-0.254371966,-0.210979642,-0.195331283,-0.273311268
-0.231543825,-0.225630395,-0.248280724,-0.293984205,-0.180944507,-0.19863888,-0.196161177,-0.460710399,-0.258423682,-0.249955232,-0.243678744,-0.243128566,-0.281544201,-0.213967727,-0.19004686,-0.253145264
-0.25798302,-0.253988641,-0.246157915,-0.267830775,-0.158892033,-0.214807303,-0.194401939,-0.434175646,-0.257705992,-0.251695921,-0.248339865,-0.268430023,-0.250324378,-0.205171501,-0.20186029,-0.253929207
-0.277578543,-0.275807736,-0.227029056,-0.210374456,-0.17135023,-0.195585885,-0.19314028,-0.462642151,-0.273799877,-0.249657421,-0.24573589,-0.21745209,-0.286092199,-0.20102581,-0.197835351,-0.233932801
-0.253917878,-0.234550592,-0.267240472,-0.261670874,-0.188834927,-0.187780015,-0.201839961,-0.472623996,-0.250683997,-0.259858094,-0.254640047,-0.266815634,-0.298404977,-0.203411409,-0.204850672,-0.251687321
-0.244443894,-0.242422739,-0.250561227,-0.253305578,-0.172294264,-0.194418365,-0.197177489,-0.467531398,-0.251377052,-0.246539831,-0.238844511,-0.238751316,-0.284491569,-0.209251397,-0.196439507,-0.250035848
-0.293042646,-0.278292985,-0.256210312,-0.135297302,-0.167170132,-0.197083284,-0.205727068,-0.423294304,-0.259784516,-0.252549132,-0.264627488,-0.204898782,-0.262993842,-0.200322034,-0.205035719,-0.22398784
-0.268827802,-0.261200327,-0.246530368,-0.246479699,-0.203557611,-0.213833646,-0.208879164,-0.401203246,-0.261965123,-0.24498301,-0.250992767,-0.261369186,-0.27917653,-0.203548276,-0.200097441,-0.252848349
-0.249439703,-0.236606585,-0.26170828,-0.249435076,-0.161504411,-0.217025536,-0.192763691,-0.419808282,-0.250843115,-0.250218377,-0.251174616,-0.247192359,-0.249722327,-0.221891497,-0.185812417,-0.23930791
-0.210171639,-0.229027546,-0.229213796,-0.336501687,-0.172458195,-0.204034717,-0.205431079,-0.413594225,-0.251468748,-0.238241206,-0.232572014,-0.254576339,-0.261253915,-0.196721826,-0.207636032,-0.232538687
-0.256167077,-0.240282816,-0.241156369,-0.290684664,-0.183524381,-0.204949599,-0.21226825,-0.419253583,-0.274135813,-0.261185726,-0.24135832,-0.255379398,-0.267317541,-0.201056996,-0.202601323,-0.253703058
-0.264134437,-0.260367989,-0.238375026,-0.223950447,-0.151684127,-0.196119905,-0.193802553,-0.467500637,-0.264912928,-0.253563001,-0.252065853,-0.221890272,-0.267466141,-0.185852961,-0.192346692,-0.240261549
-0.260265284,-0.261968486,-0.248809238,-0.249624078,-0.171193341,-0.20519376,-0.203682347,-0.426419089,-0.252586112,-0.270524263,-0.257134683,-0.268184261,-0.264999793,-0.187977971,-0.203028617,-0.236127248
-0.218784866,-0.256898909,-0.230153126,-0.287769168,-0.150904097,-0.190987755,-0.197265767,-0.4986099,-0.231577995,-0.258228459,-0.261583592,-0.260435999,-0.266730945,-0.206250625,-0.194499279,-0.270629591
-0.249251226,-0.244296329,-0.242948655,-0.267180184,-0.164487285,-0.206349994,-0.203296861,-0.446799924,-0.261433686,-0.256838718,-0.246671809,-0.241863698,-0.258722143,-0.199353985,-0.210396364,-0.264182756
-0.26036906,-0.238471108,-0.250331327,-0.261976525,-0.187432114,-0.209696317,-0.189487451,-0.436705685,-0.271686193,-0.254257223,-0.258707027,-0.239718721,-0.28055889,-0.214765625,-0.19592913,-0.240647104
-0.237674847,-0.241734368,-0.24513304,-0.271034097,-0.168925367,-0.204405971,-0.196075855,-0.427090292,-0.250148805,-0.243670647,-0.25338355,-0.245657193,-0.271942453,-0.20374123,-0.195835322,-0.218911975
-0.233958212,-0.261591739,-0.227081629,-0.276213151,-0.179755809,-0.201200378,-0.195239962,-0.454703065,-0.245801278,-0.244064737,-0.234242685,-0.254261116,-0.283719303,-0.210765473,-0.174958295,-0.243651874
-0.227399682,-0.229776214,-0.236433289,-0.313607319,-0.147356322,-0.177450503,-0.199985681,-0.505545323,-0.261744059,-0.23789396,-0.257195227,-0.245231843,-0.269926052,-0.1913987,-0.199948047,-0.256132962
-0.265140345,-0.258063793,-0.26163812,-0.216095919,-0.174101416,-0.211880033,-0.212401163,-0.412436865,-0.244805508,-0.263797923,-0.251084679,-0.256243006,-0.250034013,-0.200900847,-0.202071065,-0.2642168
-0.234174647,-0.255398061,-0.235354919,-0.288819375,-0.14137759,-0.188948896,-0.198348485,-0.490709551,-0.244280965,-0.281559462,-0.264191339,-0.269476847,-0.250142695,-0.186640849,-0.191578218,-0.269801054
-0.265646984,-0.270612621,-0.263733154,-0.190212074,-0.171367717,-0.192848913,-0.186690024,-0.467701011,-0.231697992,-0.268599334,-0.256023487,-0.258386431,-0.283862853,-0.19041099,-0.185991587,-0.226425894
-0.242816777,-0.246226777,-0.256007736,-0.265658069,-0.204327656,-0.204313694,-0.210850017,-0.413178927,-0.240065242,-0.22970961,-0.249054384,-0.269228009,-0.286083319,-0.207775385,-0.184810987,-0.246064919
-0.249456986,-0.253155812,-0.251035068,-0.241964939,-0.17335847,-0.208461652,-0.202017759,-0.389026571,-0.245188204,-0.238216745,-0.255098487,-0.250401297,-0.261510233,-0.199802612,-0.197583866,-0.216463154
-0.248953507,-0.270337769,-0.240895109,-0.250652658,-0.173293875,-0.199923735,-0.205084391,-0.460517639,-0.236867844,-0.245738776,-0.233389803,-0.271875215,-0.268594553,-0.18629498,-0.210774719,-0.269671728
-0.225198061,-0.229385441,-0.240054181,-0.3080215,-0.159260079,-0.199297991,-0.194470849,-0.492848251,-0.258579661,-0.23331837,-0.244117603,-0.244338454,-0.267281057,-0.192311821,-0.205200754,-0.273973134
-0.255357281,-0.260827542,-0.245710379,-0.225759409,-0.17992684,-0.190974239,-0.200504366,-0.427894643,-0.248946681,-0.248044036,-0.249120245,-0.239024998,-0.282746356,-0.198809139,-0.206700559,-0.219146121
-0.253395089,-0.250860202,-0.233737466,-0.26424628,-0.146030557,-0.196342922,-0.197799719,-0.502667878,-0.267825991,-0.245310295,-0.23866929,-0.235459208,-0.255202303,-0.200710403,-0.198971303,-0.287021106
-0.273376893,-0.255455033,-0.249404879,-0.236672074,-0.173216106,-0.194988381,-0.202789352,-0.44499301,-0.262779115,-0.230331092,-0.237631327,-0.249024615,-0.275981359,-0.211689064,-0.189925065,-0.239386767
-0.242374504,-0.239433611,-0.247628583,-0.283982162,-0.151973885,-0.190257359,-0.203048272,-0.475527151,-0.255456632,-0.244371852,-0.262613937,-0.258520466,-0.2538932,-0.187247151,-0.199998622,-0.268506602
-0.236413364,-0.246540142,-0.229216214,-0.260989801,-0.178224404,-0.218859264,-0.198704015,-0.412319619,-0.261076872,-0.236847616,-0.257607521,-0.211426062,-0.260785695,-0.198907976,-0.217593437,-0.244975196
