Dependent,,,,,,,,Independent,,,,,,,
Corrected,,,,Naive,,,,Corrected,,,,Naive,,,
beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3
-0.205015785,-0.212067189,-0.253674648,-0.333845807,-0.215879,-0.213150632,-0.235846564,-0.483203616,-0.240830704,-0.246425915,-0.266277848,-0.273478718,-0.271647169,-0.210984888,-0.187054904,-0.314889153
-0.242466196,-0.267284608,-0.22828728,-0.187159444,-0.083918326,-0.181993812,-0.164866731,-0.523617506,-0.251862468,-0.282096317,-0.259043654,-0.198044412,-0.226577241,-0.198910457,-0.177846297,-0.250014719
-0.171419774,-0.25528076,-0.202715909,-0.220028122,-0.099880198,-0.198111811,-0.19641709,-0.446638578,-0.207172809,-0.220364043,-0.211151606,-0.17589584,-0.189078605,-0.186422909,-0.172160629,-0.260023055
-0.256281579,-0.247030276,-0.234261286,-0.368034466,-0.127525303,-0.173494727,-0.202040848,-0.456606625,-0.283210898,-0.228948781,-0.213397168,-0.282752589,-0.236172669,-0.185570796,-0.189436724,-0.252017734
-0.235949589,-0.239578189,-0.256752598,-0.263331979,-0.200018557,-0.206164507,-0.237883247,-0.277986557,-0.246211656,-0.271232421,-0.285535688,-0.249182773,-0.241064684,-0.198588539,-0.200023374,-0.209241079
-0.311833665,-0.283148914,-0.229948502,-0.215176066,-0.099246132,-0.190805129,-0.182644314,-0.462263133,-0.305640843,-0.24615794,-0.260937231,-0.222271625,-0.217078664,-0.177941608,-0.188577202,-0.240907772
-0.291680871,-0.281847392,-0.254125563,-0.176175762,-0.185249695,-0.206187488,-0.206790024,-0.26945295,-0.255575639,-0.28662084,-0.220424557,-0.242192914,-0.275172607,-0.179341296,-0.216292446,-0.127215095
-0.256553506,-0.22507081,-0.246303438,-0.312749927,-0.037049949,-0.1948865,-0.182916802,-0.582718622,-0.313182283,-0.260790295,-0.226182286,-0.216248403,-0.147161662,-0.218130792,-0.215782384,-0.358842237
-0.230939354,-0.244662095,-0.251231552,-0.256604179,-0.124159455,-0.208650561,-0.197004975,-0.380705498,-0.229481641,-0.248779094,-0.251716181,-0.262058457,-0.199892643,-0.183745428,-0.197542386,-0.237836459
-0.308914744,-0.266868781,-0.271781051,-0.144933673,-0.189545099,-0.2071966,-0.21035159,-0.356881033,-0.286070862,-0.254702853,-0.314161866,-0.223795109,-0.275464888,-0.192966985,-0.219766255,-0.196525048
-0.200881529,-0.235816907,-0.232670406,-0.324647025,-0.13440828,-0.221348291,-0.181103972,-0.447768777,-0.23627312,-0.246124167,-0.247796812,-0.236196361,-0.229408824,-0.217432966,-0.173739095,-0.254547206
-0.318091983,-0.251409622,-0.275449258,-0.092611114,-0.174615193,-0.217754837,-0.211105839,-0.327375626,-0.296977369,-0.310198895,-0.253959729,-0.179037832,-0.256429578,-0.182551484,-0.233126113,-0.192302184
-0.221201388,-0.234108443,-0.242696311,-0.310367768,-0.199540433,-0.229603115,-0.188415111,-0.390265416,-0.23370211,-0.279457064,-0.207267327,-0.299262582,-0.286460063,-0.192015591,-0.197333302,-0.223379319
-0.255724041,-0.237832364,-0.249497566,-0.211577945,-0.114525361,-0.209375048,-0.181003552,-0.499413403,-0.275866757,-0.237353174,-0.256089084,-0.193110088,-0.211769254,-0.177270633,-0.202770381,-0.307452589
-0.322679477,-0.270613995,-0.284534511,-0.009871028,-0.143450995,-0.187126837,-0.212782522,-0.422319145,-0.252354412,-0.225729082,-0.226108511,-0.16248111,-0.237592699,-0.203788663,-0.21414303,-0.235246279
-0.280503401,-0.277589594,-0.236831641,-0.213134024,-0.200432784,-0.210296171,-0.204809677,-0.343105878,-0.275079717,-0.245680569,-0.27905278,-0.234532649,-0.274324489,-0.167198047,-0.220309162,-0.197036527
-0.172041896,-0.223640255,-0.220574527,-0.301127719,-0.090697673,-0.146574292,-0.191472641,-0.489621088,-0.226648728,-0.246180659,-0.190139116,-0.205562291,-0.24633142,-0.161816963,-0.207121898,-0.193449464
-0.292523632,-0.255776193,-0.224689576,-0.287820984,-0.105124052,-0.19552415,-0.189055732,-0.35580635,-0.338573692,-0.27379515,-0.23874631,-0.200218895,-0.212552619,-0.199257897,-0.213745202,-0.190515382
-0.237376873,-0.262634955,-0.207734433,-0.278106273,-0.170370898,-0.168219131,-0.201181263,-0.403387505,-0.270220995,-0.249548713,-0.258316113,-0.215712756,-0.331337538,-0.194576432,-0.213917291,-0.144376613
-0.276832436,-0.278762892,-0.213947685,-0.320202887,-0.186784143,-0.20403148,-0.230591385,-0.336706953,-0.316179271,-0.277467149,-0.261313913,-0.238106929,-0.245419392,-0.219379486,-0.207395869,-0.245085844
-0.156537823,-0.222262587,-0.220994536,-0.326863722,-0.120308203,-0.184940441,-0.178363833,-0.385962887,-0.201773987,-0.224581877,-0.246031953,-0.26851247,-0.256800314,-0.187060466,-0.185731783,-0.147545457
-0.268222695,-0.274073614,-0.230618128,-0.216000173,-0.153998546,-0.216163458,-0.186888406,-0.444327641,-0.254787029,-0.262099368,-0.240720644,-0.237404871,-0.246703568,-0.197235795,-0.169153869,-0.264029242
-0.296719371,-0.265653477,-0.276907814,-0.116707975,-0.162625832,-0.22289139,-0.193248557,-0.44035257,-0.235999359,-0.225911815,-0.231343979,-0.245692694,-0.241229597,-0.211005626,-0.218987203,-0.277404243
-0.222504878,-0.263200321,-0.237276238,-0.166734413,-0.130446523,-0.215897542,-0.188066789,-0.391031502,-0.218042512,-0.237231085,-0.2626105,-0.203423656,-0.216618278,-0.200985769,-0.177438163,-0.229759961
-0.251922974,-0.270976078,-0.236875876,-0.244993566,-0.100882241,-0.208435082,-0.171293444,-0.510936964,-0.249548794,-0.276429972,-0.240186989,-0.260090803,-0.214015924,-0.227759424,-0.179178662,-0.28826816
-0.330697682,-0.301052286,-0.24260517,-0.102721101,-0.097427956,-0.185401995,-0.181561304,-0.391979926,-0.292317404,-0.271295776,-0.252031158,-0.190967703,-0.207638548,-0.153864189,-0.146385042,-0.181953833
-0.264956836,-0.269500346,-0.275050269,-0.241156628,-0.178749954,-0.203473169,-0.1982989,-0.389227069,-0.201387466,-0.248662641,-0.242649324,-0.322920435,-0.282026338,-0.170120397,-0.203359531,-0.189186879
-0.337079073,-0.282387031,-0.255780585,-0.20025153,-0.130186106,-0.183503145,-0.201762701,-0.490724952,-0.27880427,-0.245699347,-0.326303226,-0.281703351,-0.240948056,-0.183629084,-0.187562895,-0.275564909
-0.183082406,-0.208828411,-0.257283916,-0.354149353,-0.194242051,-0.193957689,-0.216609172,-0.512334613,-0.213692025,-0.245270072,-0.25495556,-0.290851031,-0.293717611,-0.218472077,-0.216567399,-0.285578254
-0.260879879,-0.257538145,-0.263552037,-0.199089108,-0.172437338,-0.206333956,-0.205877333,-0.367368043,-0.240365859,-0.257742829,-0.274611444,-0.264154528,-0.262102323,-0.215798658,-0.165405574,-0.213336745
-0.152520268,-0.199158537,-0.232394184,-0.38163218,-0.127492212,-0.19958013,-0.197382594,-0.475077867,-0.213652538,-0.182499858,-0.279662684,-0.268932056,-0.221592214,-0.198196449,-0.196183861,-0.274807383
-0.224754975,-0.234897609,-0.214836235,-0.402536917,-0.101202779,-0.209631075,-0.176529642,-0.489180772,-0.283501548,-0.280055009,-0.216935063,-0.302982637,-0.199285283,-0.20146838,-0.177355404,-0.281966171
-0.275629253,-0.266907234,-0.261435245,-0.336209411,-0.083874506,-0.203035695,-0.173721192,-0.544188465,-0.254166632,-0.269059735,-0.249837367,-0.318422544,-0.193468808,-0.217496654,-0.169984416,-0.315051682
-0.326014078,-0.292049261,-0.276009113,-0.184636074,-0.103165807,-0.179807611,-0.196718334,-0.461486733,-0.252563965,-0.242878342,-0.253815457,-0.284052929,-0.218861411,-0.190393415,-0.150882725,-0.247806689
-0.278360947,-0.232926131,-0.271600834,-0.235536183,-0.11024309,-0.18984636,-0.213363313,-0.481896997,-0.284342736,-0.274050871,-0.2421845,-0.245779809,-0.200550605,-0.194693519,-0.204894723,-0.286207999
-0.162140642,-0.210262567,-0.211035529,-0.374175489,-0.127431327,-0.184406178,-0.188599526,-0.45378513,-0.231470148,-0.201270399,-0.185410917,-0.22605283,-0.267880358,-0.23359412,-0.199724448,-0.188402705
-0.251025819,-0.242711668,-0.246213799,-0.342310831,-0.042681187,-0.207385931,-0.177148007,-0.536869258,-0.270498838,-0.282594171,-0.281197257,-0.297121125,-0.139518521,-0.214171179,-0.183434917,-0.357537276
-0.369409676,-0.311407231,-0.2605873,-0.108247513,-0.234178956,-0.196313258,-0.256803884,-0.339741465,-0.305286563,-0.272169714,-0.256817498,-0.19561444,-0.283257292,-0.22172723,-0.203313691,-0.245178139
-0.250591863,-0.252239137,-0.260493893,-0.282801498,-0.120508061,-0.207750073,-0.185419222,-0.423874039,-0.228069933,-0.279829325,-0.21219221,-0.311935473,-0.220315947,-0.185917881,-0.203458769,-0.226169596
-0.237189151,-0.242820154,-0.224783826,-0.332088807,-0.164851885,-0.205671555,-0.189397059,-0.334355371,-0.272945758,-0.239070503,-0.238980887,-0.254170478,-0.274607589,-0.201578836,-0.226498202,-0.164470954
-0.267017643,-0.243468827,-0.245634407,-0.182289986,-0.156841172,-0.201835336,-0.149528112,-0.405758789,-0.273893678,-0.248885252,-0.180025363,-0.189115442,-0.322845764,-0.218444303,-0.184066295,-0.112416017
-0.200590567,-0.22494708,-0.210952759,-0.415623666,-0.163284286,-0.222729106,-0.218957338,-0.380914264,-0.278530416,-0.255015283,-0.249064795,-0.263484995,-0.207468087,-0.20236423,-0.219430963,-0.280569355
-0.311636099,-0.273853304,-0.248191623,-0.146783105,-0.173705062,-0.214542153,-0.172500915,-0.490709933,-0.298000942,-0.231791648,-0.300547183,-0.195708832,-0.304986093,-0.192861694,-0.215192255,-0.229954496
-0.195700968,-0.261704021,-0.240259234,-0.407789113,-0.15914482,-0.207025069,-0.218527293,-0.341442665,-0.181845113,-0.223688672,-0.283464509,-0.376209356,-0.229711087,-0.193419737,-0.218242368,-0.228644627
-0.256752282,-0.302959947,-0.225010659,-0.20328856,-0.14766655,-0.190253274,-0.192093251,-0.468033748,-0.216146388,-0.252650659,-0.22031537,-0.267371335,-0.284818496,-0.196433135,-0.219913744,-0.217767618
-0.32270669,-0.254548285,-0.284427944,-0.209662825,-0.117294259,-0.199846378,-0.183640258,-0.438638684,-0.254620372,-0.267541273,-0.200690744,-0.261176172,-0.21980629,-0.201402787,-0.170979521,-0.23564148
-0.218595272,-0.211169014,-0.257574912,-0.25682681,-0.19384471,-0.215010386,-0.213967242,-0.355325482,-0.256382754,-0.278529535,-0.271916415,-0.231887733,-0.260693128,-0.201795306,-0.203031953,-0.224206942
-0.207979124,-0.232528207,-0.244837606,-0.265882822,-0.101701903,-0.183084711,-0.187489841,-0.504005158,-0.239231695,-0.259935389,-0.236133413,-0.222199761,-0.227500075,-0.20716462,-0.21774839,-0.271107376
-0.331043203,-0.264543681,-0.282561887,-0.195757048,-0.077448103,-0.180938412,-0.188535243,-0.554266685,-0.282472551,-0.244073657,-0.271463487,-0.245991605,-0.192743651,-0.18290061,-0.204919598,-0.328307333
-0.283915307,-0.296031806,-0.263544398,-0.162792695,-0.141137278,-0.194916396,-0.167640906,-0.44487816,-0.207204328,-0.214272975,-0.246437966,-0.268078164,-0.277831788,-0.194415175,-0.202133113,-0.1787928
-0.302395089,-0.287081038,-0.244030736,-0.155156324,-0.163646113,-0.214466077,-0.189353028,-0.345383572,-0.263541148,-0.24370345,-0.183924192,-0.208298713,-0.263049097,-0.165728389,-0.204712088,-0.176295963
-0.288851928,-0.268643542,-0.269584539,-0.254997797,-0.154134374,-0.206789131,-0.202517604,-0.453435318,-0.247050617,-0.247205604,-0.275014163,-0.299400491,-0.235362552,-0.179641091,-0.213336483,-0.271588236
-0.216161629,-0.200749447,-0.199410299,-0.411824027,-0.091622767,-0.183100498,-0.173903755,-0.549285695,-0.333396702,-0.235240047,-0.236309746,-0.201138744,-0.227853829,-0.18548233,-0.196200552,-0.284472045
-0.291164181,-0.286511335,-0.256235267,-0.181512778,-0.164231105,-0.235537608,-0.208549787,-0.348858671,-0.244012935,-0.241003373,-0.264636072,-0.259220973,-0.200537828,-0.17636712,-0.176521492,-0.268384636
-0.256597578,-0.25405615,-0.261108206,-0.257530691,-0.138689711,-0.170909574,-0.222068409,-0.4487835,-0.24767251,-0.258087849,-0.248920926,-0.275499617,-0.240412693,-0.188898089,-0.201486952,-0.23868212
-0.389421126,-0.28852964,-0.312738196,-0.031828279,-0.089107118,-0.176575072,-0.190007503,-0.492952332,-0.27596945,-0.258576109,-0.230609349,-0.24362172,-0.214151152,-0.212821468,-0.203412848,-0.25280483
-0.19965158,-0.223070123,-0.24226013,-0.352364704,-0.195285938,-0.222975591,-0.232170839,-0.305011587,-0.227191818,-0.21657628,-0.273722539,-0.27691491,-0.235213232,-0.16917263,-0.237192184,-0.211272958
-0.186791547,-0.246040465,-0.254614769,-0.275656186,-0.074760068,-0.200612388,-0.188433185,-0.448040159,-0.164141746,-0.243550418,-0.229646454,-0.314037828,-0.167852191,-0.200389086,-0.191521053,-0.277277907
-0.333815399,-0.301022039,-0.289580237,-0.019539475,-0.203275473,-0.199886339,-0.228134558,-0.394553955,-0.220894522,-0.248660986,-0.225502346,-0.205238552,-0.283496109,-0.201755616,-0.202586718,-0.242748612
-0.17492316,-0.214319076,-0.25002565,-0.303498987,-0.164433604,-0.243577782,-0.173054672,-0.342480348,-0.226498782,-0.229954161,-0.286935624,-0.227212488,-0.225102815,-0.207111677,-0.191682,-0.221463327
-0.270205276,-0.235308127,-0.233941177,-0.260334901,-0.155289807,-0.192460492,-0.192047623,-0.387023243,-0.308296195,-0.232818897,-0.205791649,-0.192467429,-0.284995754,-0.214132017,-0.205359652,-0.169796737
-0.18520758,-0.233138333,-0.227398685,-0.255761156,-0.089357677,-0.196689283,-0.203132479,-0.489624656,-0.221317775,-0.261910862,-0.219572876,-0.196526955,-0.168866764,-0.188383184,-0.169449208,-0.320868475
-0.255648267,-0.217478981,-0.28184292,-0.182165271,-0.181331054,-0.208728863,-0.216517171,-0.367664427,-0.261482689,-0.281254846,-0.237528636,-0.195453296,-0.266565193,-0.198887721,-0.231114322,-0.212169865
-0.235447648,-0.266157508,-0.231343916,-0.20820643,-0.15523109,-0.228400497,-0.182124924,-0.431899705,-0.232212727,-0.245561117,-0.297079204,-0.246997551,-0.235806588,-0.20554111,-0.191136421,-0.247677494
-0.294422495,-0.248275538,-0.273825517,-0.167786841,-0.130679233,-0.202270525,-0.205707277,-0.420747619,-0.283468115,-0.301535818,-0.267075622,-0.225892211,-0.209064652,-0.187083211,-0.21548567,-0.267718622
-0.279236418,-0.261527332,-0.268004734,-0.212544392,-0.084946125,-0.196271111,-0.182405335,-0.539911655,-0.241377353,-0.248818762,-0.284923815,-0.270874352,-0.198480104,-0.225662544,-0.198034882,-0.307552767
-0.313767799,-0.27661483,-0.246753131,-0.256640152,-0.14793894,-0.176034737,-0.21038468,-0.452637577,-0.312651643,-0.28224064,-0.280264663,-0.240289694,-0.250823754,-0.178304692,-0.193869379,-0.251673238
-0.281436527,-0.223893063,-0.30063182,-0.225361711,-0.096113966,-0.17518164,-0.18926295,-0.510293753,-0.254692304,-0.243428319,-0.248375021,-0.259019336,-0.227240688,-0.185215702,-0.193661534,-0.24353085
-0.191140792,-0.238148721,-0.206167505,-0.360285951,-0.136302168,-0.184274256,-0.211373803,-0.430925588,-0.25044696,-0.210563802,-0.225524437,-0.255058358,-0.244630433,-0.216884517,-0.225242798,-0.23506615
-0.273706963,-0.286129765,-0.219579485,-0.319951587,-0.085252855,-0.183157478,-0.172150112,-0.467899021,-0.27833766,-0.297925651,-0.241345441,-0.300317953,-0.227927138,-0.180728248,-0.203283092,-0.205461899
-0.31159681,-0.302391332,-0.241608528,-0.146886037,-0.061266816,-0.203217606,-0.132505282,-0.561680983,-0.266787546,-0.261250997,-0.248127464,-0.229334487,-0.2234154,-0.215439896,-0.159837448,-0.239007985
-0.28036393,-0.205189985,-0.307763753,-0.11996059,-0.103640969,-0.187831881,-0.181035125,-0.497561235,-0.251808892,-0.208043651,-0.212162514,-0.166241088,-0.230106369,-0.188109537,-0.209335332,-0.268536437
-0.286155587,-0.252416797,-0.253062469,-0.226982033,-0.215711871,-0.213617284,-0.232424204,-0.358501665,-0.296236621,-0.273005592,-0.253842645,-0.218135967,-0.267565062,-0.206345139,-0.180008567,-0.238069653
-0.354973268,-0.295959271,-0.258332238,-0.092499443,-0.113782772,-0.193170226,-0.191090457,-0.395874818,-0.301123568,-0.253542234,-0.243954582,-0.190825729,-0.237932185,-0.1909722,-0.199697415,-0.184187348
-0.286580234,-0.260645715,-0.246718099,-0.175999483,-0.125031151,-0.186706816,-0.202670663,-0.480231404,-0.296920087,-0.218840386,-0.281109096,-0.162758796,-0.226641834,-0.207750873,-0.162657304,-0.271107548
-0.239558187,-0.247198319,-0.249393434,-0.283367282,-0.163158492,-0.200867626,-0.19485177,-0.462223885,-0.241168751,-0.291027971,-0.232509833,-0.27885965,-0.272822662,-0.215353668,-0.182774755,-0.239464838
-0.196787284,-0.241048879,-0.212850941,-0.375663107,-0.069672831,-0.166992819,-0.206222956,-0.616650525,-0.249037761,-0.258279535,-0.24898435,-0.269170899,-0.171779209,-0.196501014,-0.157296053,-0.386616389
-0.227296466,-0.255967976,-0.262146261,-0.321011455,-0.134797967,-0.21023912,-0.168390781,-0.472174056,-0.197796864,-0.254695741,-0.22524905,-0.35654985,-0.249892719,-0.212973006,-0.180522008,-0.252402656
-0.243985319,-0.251307735,-0.25630185,-0.186434187,-0.146227417,-0.234716449,-0.187440976,-0.397616842,-0.249954375,-0.272243279,-0.275597976,-0.208054443,-0.21698844,-0.181379354,-0.157453561,-0.259705362
-0.21770006,-0.22427804,-0.257375041,-0.251311227,-0.093954284,-0.162430815,-0.206463556,-0.493977413,-0.235941068,-0.239927562,-0.256307171,-0.229663896,-0.228368744,-0.190906416,-0.235564309,-0.248978577
-0.161086503,-0.253677351,-0.19745371,-0.514385371,-0.148015781,-0.133100251,-0.255786768,-0.462749571,-0.206225774,-0.248122782,-0.224786469,-0.372024377,-0.238142137,-0.186025153,-0.187895717,-0.238807583
-0.289402694,-0.258420216,-0.26026322,-0.23568115,-0.193018217,-0.216332132,-0.192328761,-0.46048015,-0.284804962,-0.253842236,-0.261261172,-0.257700724,-0.300278431,-0.231532421,-0.209706846,-0.252489923
-0.1113812,-0.198143936,-0.210207036,-0.481565926,-0.103731081,-0.180741924,-0.204012438,-0.498002521,-0.182763179,-0.215680226,-0.207269559,-0.310619532,-0.208540325,-0.188967142,-0.189167154,-0.300559342
-0.311508974,-0.254407115,-0.28489898,-0.215073669,-0.150539187,-0.204959097,-0.202549091,-0.544726315,-0.276080674,-0.252023215,-0.251009824,-0.244320271,-0.234027087,-0.205673224,-0.195964398,-0.338488249
-0.269520709,-0.245285401,-0.252818336,-0.241012599,-0.165776202,-0.211369105,-0.206327007,-0.315859113,-0.276335805,-0.229658317,-0.270349981,-0.22446725,-0.251522514,-0.194660694,-0.203045306,-0.184114795
-0.221722054,-0.238397956,-0.239519164,-0.270866777,-0.128986866,-0.209553354,-0.179901008,-0.553493325,-0.238023175,-0.23855396,-0.2182548,-0.238229229,-0.239519714,-0.213632718,-0.186859102,-0.302014546
-0.327115889,-0.295580646,-0.258106692,-0.057138095,-0.105888498,-0.197091239,-0.170577201,-0.499989498,-0.253382586,-0.229634966,-0.261470831,-0.1819064,-0.250750779,-0.183451946,-0.238731849,-0.230092045
-0.24744098,-0.284332987,-0.231554593,-0.235974592,-0.152409788,-0.205541437,-0.194983994,-0.432708762,-0.220292825,-0.266790104,-0.239925432,-0.296093385,-0.251421446,-0.209741104,-0.191870314,-0.247952314
-0.231883121,-0.222281961,-0.25594052,-0.352771629,-0.086113904,-0.199234075,-0.145137329,-0.500471128,-0.250374182,-0.207096634,-0.268720227,-0.303318465,-0.238300228,-0.163945093,-0.140756167,-0.211314666
-0.348419935,-0.274858538,-0.315272179,-0.029261679,-0.172119252,-0.201762918,-0.211980484,-0.458821968,-0.247369659,-0.227918598,-0.256334586,-0.201750108,-0.276422698,-0.232265006,-0.237838777,-0.266472315
-0.222871384,-0.184800356,-0.277967433,-0.249613364,-0.142578555,-0.195744759,-0.215492242,-0.394518951,-0.264021926,-0.250740699,-0.239787663,-0.180114345,-0.229938644,-0.237175707,-0.184121491,-0.237192478
-0.283138395,-0.276307088,-0.230991276,-0.166230416,-0.168772169,-0.199636828,-0.209810472,-0.367804908,-0.269233729,-0.240283535,-0.251026259,-0.209394385,-0.2659324,-0.190124805,-0.188794499,-0.195851954
-0.241585689,-0.281376144,-0.245444219,-0.201048721,-0.102929986,-0.204105087,-0.205926513,-0.409815139,-0.202785967,-0.271054398,-0.235393128,-0.26995676,-0.178321086,-0.164429892,-0.215391701,-0.254436916
-0.310742159,-0.269308952,-0.299568389,-0.084846948,-0.141967541,-0.171748411,-0.209828779,-0.453478112,-0.227326422,-0.229894401,-0.253491598,-0.205393601,-0.272960045,-0.186231567,-0.202046319,-0.205630184
-0.227729724,-0.216543884,-0.272339035,-0.320532593,-0.159460028,-0.226075949,-0.218522449,-0.373137284,-0.236681385,-0.234991616,-0.248959284,-0.295571097,-0.199830757,-0.193035649,-0.205869055,-0.288273318
-0.257268143,-0.280596871,-0.230379584,-0.206851135,-0.104185109,-0.210276957,-0.18221664,-0.392985006,-0.246559636,-0.21818217,-0.243257763,-0.236829403,-0.184289464,-0.193944267,-0.16690174,-0.232145516
-0.32554183,-0.293126331,-0.290931633,-0.144753853,-0.12404943,-0.207341248,-0.206211848,-0.369648204,-0.237148419,-0.238464593,-0.285076472,-0.288739669,-0.196192759,-0.174793916,-0.178793114,-0.232918657
-0.228793651,-0.244053584,-0.227547192,-0.380641622,-0.129369962,-0.207678694,-0.196196652,-0.541532759,-0.263240081,-0.288837595,-0.244504464,-0.291050002,-0.213552899,-0.201032356,-0.185911815,-0.329509033
-0.209996592,-0.24184665,-0.251954673,-0.231197518,-0.051774765,-0.150172597,-0.185007544,-0.497427888,-0.202469615,-0.284739296,-0.220659815,-0.24687539,-0.221607661,-0.21117504,-0.182715297,-0.202510998
-0.237098249,-0.269737099,-0.215816365,-0.319552204,-0.154589262,-0.182221394,-0.216281209,-0.483804767,-0.251281227,-0.264936813,-0.233752467,-0.290798056,-0.254479948,-0.156661582,-0.238119325,-0.264487277
-0.356082006,-0.300647052,-0.288293663,-0.068949907,-0.134863984,-0.187354963,-0.191670782,-0.54723994,-0.260264125,-0.267939005,-0.281551441,-0.253495094,-0.261643974,-0.220546175,-0.190046974,-0.279363359
-0.215113085,-0.240238525,-0.24214903,-0.226872505,-0.133303712,-0.209313999,-0.175625261,-0.502739817,-0.220089284,-0.231585365,-0.248893935,-0.233973034,-0.247011794,-0.208062928,-0.212203906,-0.274292501
-0.218336145,-0.191309222,-0.284408846,-0.276269225,-0.092682588,-0.186090243,-0.184739169,-0.536039069,-0.245719208,-0.248288753,-0.242782424,-0.245437161,-0.227039171,-0.223079342,-0.200315382,-0.290891395
-0.228983051,-0.23036928,-0.245529487,-0.23428552,-0.133581043,-0.183278332,-0.200880268,-0.502057589,-0.258822216,-0.205318841,-0.244772756,-0.187138003,-0.258548414,-0.228039283,-0.201949291,-0.271434757
-0.248906379,-0.234013244,-0.25677713,-0.271941845,-0.173929631,-0.217893807,-0.198633947,-0.30515216,-0.259869687,-0.217779629,-0.244853232,-0.243961601,-0.2571684,-0.1782172,-0.230677605,-0.177843366
-0.216112794,-0.258201133,-0.237258292,-0.30472992,-0.143191924,-0.190427815,-0.203629118,-0.409198156,-0.213707435,-0.252639081,-0.213177529,-0.266910748,-0.257202185,-0.202845816,-0.178034232,-0.201274743
-0.218864712,-0.262149782,-0.234144868,-0.228842141,-0.129248371,-0.199179859,-0.215076468,-0.485735403,-0.211609067,-0.249528828,-0.254045474,-0.274491362,-0.18702126,-0.152969844,-0.209612609,-0.324838449
-0.274290649,-0.271808301,-0.251150445,-0.177360538,-0.089531048,-0.172805117,-0.189992414,-0.52829923,-0.247557477,-0.248435827,-0.237554536,-0.223041532,-0.226080932,-0.178508357,-0.200704799,-0.271276813
-0.306728615,-0.269746625,-0.275825835,-0.206969852,-0.125534201,-0.183614905,-0.200479988,-0.425857876,-0.255859045,-0.290675556,-0.269425201,-0.293583342,-0.251386128,-0.164226246,-0.258640224,-0.207706455
-0.333761285,-0.281622492,-0.286730142,-0.109061211,-0.223803713,-0.255645075,-0.21563467,-0.242608263,-0.263095498,-0.288582535,-0.252899568,-0.283244887,-0.239466167,-0.220040135,-0.206733309,-0.216615085
-0.24918558,-0.231399321,-0.262792655,-0.243446995,-0.084340023,-0.172713274,-0.177818939,-0.548344821,-0.259267836,-0.231632461,-0.258318284,-0.224974382,-0.236630847,-0.219082445,-0.209737508,-0.25834561
-0.213718068,-0.205118839,-0.252995084,-0.22007946,-0.189828009,-0.218806345,-0.199362031,-0.32076299,-0.249912898,-0.188158362,-0.224777932,-0.183646595,-0.285499986,-0.234415454,-0.216130221,-0.165295299
-0.206744908,-0.228102176,-0.212947938,-0.384324004,-0.186887108,-0.214965498,-0.22377252,-0.334939378,-0.269372693,-0.216627133,-0.24354872,-0.245675167,-0.23869359,-0.217071414,-0.232970545,-0.243017352
-0.213657091,-0.239610853,-0.210568926,-0.312672617,-0.066689287,-0.198311123,-0.184510181,-0.441098031,-0.283988827,-0.276818197,-0.242019689,-0.200684447,-0.166143314,-0.182742974,-0.21267274,-0.254586201
-0.307661606,-0.253084396,-0.291309362,-0.160827116,-0.102142336,-0.152757715,-0.193140217,-0.66586581,-0.259992902,-0.278520313,-0.235607967,-0.229354494,-0.263066251,-0.21515166,-0.205088148,-0.318114115
-0.2777461,-0.254051595,-0.258820903,-0.185939276,-0.138769292,-0.209953469,-0.184927469,-0.383105932,-0.27617034,-0.259301648,-0.258852443,-0.180540766,-0.239824547,-0.224299687,-0.179121286,-0.20999278
-0.299222323,-0.290671378,-0.247916274,-0.150740237,-0.11932554,-0.194900546,-0.200502113,-0.352258201,-0.252158222,-0.300491816,-0.250173041,-0.267161075,-0.228589697,-0.196266685,-0.185339637,-0.164135547
-0.22894969,-0.231806545,-0.234891627,-0.268816637,-0.136742796,-0.202454906,-0.206612118,-0.458415636,-0.272577977,-0.279699668,-0.266085113,-0.224775472,-0.210391164,-0.1892746,-0.178264997,-0.278032555
-0.246751989,-0.232174727,-0.271786375,-0.222870968,-0.215183608,-0.206561547,-0.217927735,-0.250693754,-0.255452039,-0.256397963,-0.267978469,-0.213588189,-0.297974259,-0.198309167,-0.200812879,-0.120081734
-0.206043311,-0.227867939,-0.244054734,-0.316938871,-0.127224208,-0.204154493,-0.18666232,-0.447919205,-0.237688875,-0.29303729,-0.242701717,-0.261463127,-0.228261149,-0.177977996,-0.219062111,-0.244774251
-0.318744624,-0.283015016,-0.280130953,-0.09915092,-0.189017813,-0.232672009,-0.2048367,-0.403143257,-0.247420207,-0.271936755,-0.236425843,-0.230328795,-0.244854018,-0.209185917,-0.208840781,-0.275442166
-0.346203488,-0.291578602,-0.297880514,-0.205870223,-0.114776055,-0.164935174,-0.205811335,-0.512759088,-0.239099252,-0.283842494,-0.232939782,-0.350240061,-0.244095674,-0.201496905,-0.187236197,-0.250316189
-0.273228327,-0.269179071,-0.230485973,-0.189477425,-0.189378504,-0.197336017,-0.232119287,-0.316720674,-0.282066319,-0.281970496,-0.24368368,-0.207178959,-0.260470525,-0.17766855,-0.189017916,-0.194426086
